"title","location","postedTime","publishedAt","jobUrl","companyName","companyUrl","description","applicationsCount","contractType","experienceLevel","workType","sector","salary","posterFullName","posterProfileUrl","companyId","applyUrl","applyType","benefits"
"Graduate Test Engineer","London Area, United Kingdom","1 week ago","2026-03-11","https://uk.linkedin.com/jobs/view/graduate-test-engineer-at-grayce-4384154247?trk=public_jobs_topcard-title","GRAYCE","https://uk.linkedin.com/company/grayce?trk=public_jobs_topcard-org-name","Graduate Test Engineer

Location: London

Starting Salary: £28,000

Application Requirements

 * Minimum 2:1 degree
 * Right to work in the UK unsponsored for the duration of the programme
 * Ability to work on site, five days per week
 * This role requires a high level of security clearance. We therefore require applicants to have been based in the UK for the last five years as a minimum.




Grayce is not on the UK Border Agency's Sponsor Register and is unable to sponsor work visas.




Why Grayce?

Grayce specialises in delivering change and transformation for some of the UK’s most ambitious organisations. For over a decade, we have partnered with FTSE 100 and FTSE 250 companies to deploy high performing early career talent across major programmes of work.

Our Accelerated Development Programme offers a structured, fast track route into industry. You will gain hands on experience with leading organisations while developing professional skills, earning industry recognised qualifications, and receiving dedicated coaching and mentoring throughout your journey.




This role sits within the Grayce Technology Pathway and forms part of our wider Technology Graduate intake.




Graduate Test Engineer

As a Graduate Test Engineer, you will play a key role in ensuring the quality, reliability and performance of critical software systems that support high‑profile public‑sector services. Working within a structured, secure environment, you will support test planning, test execution and analysis across both functional and non‑functional aspects of complex applications.

You will contribute to risk‑based test planning, support the creation and refinement of test scripts, investigate defects, and collaborate closely with software engineers to ensure common understanding of expected system behaviour. You will also work with business analysts to confirm that key business scenarios are accurately captured within acceptance criteria.

This role provides exposure to modern testing practices used by major global technology consultancies - giving you insight into engineering excellence, enterprise‑scale delivery and quality assurance in highly regulated environments. It is well‑suited to individuals who demonstrate strong analytical thinking, attention to detail and a methodical approach to problem‑solving.




What Makes a Great Grayce Analyst

Academic Background

 * A minimum 2:1 degree

Technical Skills (advantageous)

 * An interest in building capability in areas such as:
 * Functional and non-functional testing
 * Defect analysis and quality assurance practices
 * BDD approaches and tools such as Cucumber
 * Programming fundamentals in Java, Python or similar
 * Agile delivery tools such as Jira and Confluence
 * Performance testing concepts




Professional Skills

Strong communication, structured thinking, stakeholder engagement, organisation and a commitment to continuous learning.

Why Work for Us?

Opportunity

Hands on experience working full time onsite with leading organisations, supported by accredited training and industry aligned development.

Delivery

You will typically work with one client during your time at Grayce, delivering high quality outcomes in a structured, professional environment.

Mentoring

Dedicated coaching and support throughout your placement and development journey.

Progression

Completion of a minimum of six industry recognised accreditations, with clear pathways for progression and salary growth.

Wellbeing Support

24/7 access to our Employee Assistance Programme, offering confidential financial, legal, health and wellbeing support.","61 applicants","Full-time","Entry level","Information Technology","Business Consulting and Services","","","","2756411","https://uk.linkedin.com/jobs/view/graduate-test-engineer-at-grayce-4384154247?trk=public_jobs_topcard-title","EASY_APPLY",""
"Graduate Recruitment Consultant - April 2026 Start","London Area, United Kingdom","4 days ago","2026-03-20","https://uk.linkedin.com/jobs/view/graduate-recruitment-consultant-april-2026-start-at-summit-rec2rec-4388550058?trk=public_jobs_topcard-title","Summit Rec2Rec","https://www.linkedin.com/company/summit-rec2rec?trk=public_jobs_topcard-org-name","Graduate Recruitment Consultant – April 2026 Start




📍 London

💰 Competitive Base + Uncapped Commission

Must be available to start in April 2026




Are you a driven, competitive graduate looking to build a high-earning career in recruitment?

We’re working with a high-growth, specialist recruitment consultancy that operates across corporate and regulatory markets, partnering with organisations across the public, private, and third sectors.




This is an opportunity to join a business that is still in its early growth phase (founded in 2021) but has already built a strong reputation for quality, client delivery, and long-term relationships.




🚀 About the Business

This is not a volume-driven agency. The company is built around a clear mission:

“Where people matter” - putting relationships, quality, and long-term partnerships at the centre of everything they do. They specialise in delivering contract, interim, and permanent recruitment solutions, working with talent from graduate level through to senior leadership.




Key Markets:

 * Corporate & Regulatory Services
 * Legal Services
 * Environmental Health
 * Building Control
 * Town Planning




🏆 What Makes Them Different

 * High-growth boutique with strong client traction
 * 100% referral rate from contractors — a testament to delivery and relationships
 * Strong focus on giving back, including charity initiatives and community impact
 * Recently recognised internally for performance and growth, including hosting their own company awards and celebrating top performers




This is a business where you’re not just a number — you’re part of building something.




📈 The Opportunity

As a Graduate Recruitment Consultant, you’ll be trained to:

 * Headhunt and engage high-quality candidates
 * Build relationships with clients across niche markets
 * Manage the full recruitment lifecycle
 * Develop into a billing consultant within your first 12 months




You’ll work directly alongside experienced recruiters and leadership, gaining exposure much faster than in larger, corporate environments.




🎯 What They’re Looking For

 * Strong communication skills
 * Competitive mindset (sporting background highly valued)
 * Resilience and ambition
 * Ability to build relationships quickly
 * A genuine interest in a sales-driven, high-performance environment




💡 Why Join?

 * Clear progression from graduate → consultant → leadership
 * Uncapped earning potential
 * Early responsibility and fast-track development
 * Close-knit, supportive team culture
 * Opportunity to help shape a growing business




📅 Start Date

April 2026 (essential)

If you’re looking to join a people-first recruitment business with real growth potential, this is a standout opportunity to launch your career.

","60 applicants","Full-time","Entry level","Sales, Business Development, and Consulting","Staffing and Recruiting and Business Consulting and Services","","Monika McDermott Assoc CIPD","https://uk.linkedin.com/in/monika-mcdermott","108888935","https://uk.linkedin.com/jobs/view/graduate-recruitment-consultant-april-2026-start-at-summit-rec2rec-4388550058?trk=public_jobs_topcard-title","EASY_APPLY",""
"Graduate Land Buyer","Romsey, England, United Kingdom","19 hours ago","2026-03-25","https://uk.linkedin.com/jobs/view/graduate-land-buyer-at-tiptopjob-4389438924?trk=public_jobs_topcard-title","TipTopJob","https://uk.linkedin.com/company/tiptopjob?trk=public_jobs_topcard-org-name","Graduate Land Buyer : Romsey (Hampshire)

Competitive Salary + Training + Progression

An exciting opportunity has arisen for a Graduate Land Buyer to join a well:established and growing residential development company, based in Romsey.

This is a fantastic entry:level role for an ambitious graduate looking to build a long:term career in land acquisition and development within a supportive and forward:thinking environment.

The Role

As a Graduate Land Buyer, you will support the land team in identifying and securing new development opportunities. You will gain hands:on experience across the full land acquisition process, including:

Assisting in the identification and appraisal of potential development sites

Supporting the preparation of land bids and offers

Conducting site research and due diligence

Liaising with agents, landowners, and local authorities

Monitoring local plans and planning policy to identify opportunities

Supporting negotiations and helping progress sites through to acquisition

About You

To be considered for this role, you will:

Hold a degree in a relevant subject such as Real Estate, Geography, Planning, or Property Development

Have a strong interest in land acquisition and residential development

Possess excellent analytical and research skills

Be a confident communicator with strong interpersonal skills

Be highly organised with the ability to manage multiple tasks

Be motivated, proactive, and eager to learn

Why Apply?

Join a growing and reputable residential developer

Gain full exposure to the land buying process from day one

Benefit from structured training and mentorship

Clear pathway for career progression into Land Buyer roles

Work within a collaborative and supportive team environment

This is an excellent opportunity for a driven graduate looking to take their first step into the property and development sector.

Apply now or get in touch for a confidential discussion.","Be among the first 25 applicants","Full-time","Not Applicable","Purchasing and Supply Chain","Advertising Services","","","","127628","https://uk.linkedin.com/jobs/view/graduate-land-buyer-at-tiptopjob-4389438924?trk=public_jobs_topcard-title","EASY_APPLY",""
"Commercial Graduate Scheme","Leeds, England, United Kingdom","4 days ago","2026-03-20","https://uk.linkedin.com/jobs/view/commercial-graduate-scheme-at-pareto-4387958594?trk=public_jobs_topcard-title","Pareto","https://uk.linkedin.com/company/paretolaw?trk=public_jobs_topcard-org-name","Job Title: Commercial Associate Graduate Scheme

Sector: Tech

Today, our client partners with thousands of companies across the UK and Europe. With yearly growth of 40%, they're a thoroughly exciting proposition for any candidate looking to start their career.

Uniquely positioned within their market verticals, they're immediately recognisable the world over, a truly gigantic brand!

They're now looking for a brand new team of Graduates as they look to expand their presence in the UK!

Commercial Associate Graduate Scheme Package:

 * A competitive basic salary of £35k, with OTE taking your total package up to £45k in year one
 * 2 weeks of dedicated, soft skills training and digital learning
 * An inclusive, dynamic environment with regular socials
 * Excellent personal and professional development with a rapidly growing, fast-paced business - becoming a senior member of the team, leader or moving into a senior role with more technical responsibility are all potential avenues of progression
 * Fantastic L&D options and courses made available by the business

Commercial Associate Graduate Scheme Role:

 * Obtain a thorough knowledge of the business's offering to engage with prospects confidently
 * Get in touch with inbound prospects and look to build business relationships with potential clients
 * Manage your own territory with autonomy and integrity, visiting client and prospect sites regularly
 * Negotiate, close and sign contracts with key decision makers and influencers
 * Act as the interface and a central point of contact between Customer, Sales, Delivery, Legal and Product departments
 * Liaise closely with existing customers on any contractual changes
 * Incentive company holidays rewarding team success

Commercial Associate Graduate Scheme Requirements:

 * Educated to degree level
 * Possess exceptional communication, listening and interpersonal skills
 * Self-motivated, with a strong desire to succeed
 * Comfortable in a target driven environment, with strong commercial acumen
 * Work well independently and the team environment, composed under pressure with the ability to think logically
 * Proven ability to learn new things and adaptable

Candidates must be eligible to live and work in the UK

Pareto values diversity and promotes equality. No terminology in this advert is intended to discriminate against any of the protected characteristics that fall under the Equality Act 2010. We encourage and welcome applications from all sections of society and are more than happy to discuss reasonable adjustments and/or additional arrangements as required to support your application.

If you require this job specification or to apply in an alternate format, please visit the Pareto website.","Be among the first 25 applicants","Full-time","Entry level","Sales","Consumer Services","£35,000.00/yr - £45,000.00/yr","","","22329","https://uk.linkedin.com/jobs/view/commercial-graduate-scheme-at-pareto-4387958594?trk=public_jobs_topcard-title","EASY_APPLY",""
"Product Development & Compliance Assistant","London, England, United Kingdom","2 days ago","2026-03-22","https://uk.linkedin.com/jobs/view/product-development-compliance-assistant-at-santoro-ltd-4388504170?trk=public_jobs_topcard-title","Santoro Ltd.","https://uk.linkedin.com/company/santoro-ltd?trk=public_jobs_topcard-org-name","About the Role

Santoro is an award-winning design house which creates and distributes a broad variety of gift, stationery and lifestyle collections including 3D pop-up greetings cards, character brands and luxury interiors lines. We are seeking a highly organised and detail-oriented Product Development & Compliance Assistant to support our product lifecycle processes — taking concept development through regulatory compliance processes to a successful market launch.




This role combines hands-on product support with administrative and regulatory responsibilities. You will help ensure our products not only meet performance and quality standards but also comply with all relevant legislation, certifications, and international trade requirements.




This role would suit either:

 * An experienced product development or compliance professional looking for a diverse and challenging role, or
 * A bright, motivated graduate with strong organisational skills and initiative who is keen to build a career in product development, purchasing and compliance.

We are particularly interested in individuals who are hard-working, resilient and engaged, who will relish the challenge of working across a critical path full of a variety of demanding projects. This is a full-time on-site role at our Wimbledon HQ in South London.




Key Responsibilities

Product Development Support

 * Assist in turning creative concepts into fully realised stationery and gift products
 * Track multiple projects simultaneously, monitoring cost, schedule, and quality requirements
 * Support concept development and supplier sourcing activities
 * Coordinate new product development projects with international suppliers
 * Conduct sample quality control checks and document required improvements.
 * Manage and monitor production schedules to ensure timely delivery
 * Liaise with suppliers to obtain technical data, samples, and declarations
 * Set packaging briefs to meet legislative labelling requirements and cross check conformity
 * Maintain product specifications and technical files
 * Drive improvements in the use of materials to improve sustainability
 * Provide ad hoc support to our product development, marketing and sales teams

 

Compliance & Regulatory Support

 * Maintain compliance documentation including declarations of conformity, technical files, and risk assessments to fulfil obligations for traceability and demonstrate due diligence
 * Assist in ensuring products meet applicable UK/EU/USA regulatory standards and directives
 * Coordinate product testing with accredited external laboratories where required
 * Monitor and research regulatory updates and communicate changes to relevant teams
 * Maintain certification records and support customer enquiries
 * Compile, review and monitor supplier audit records to aid selection of reliable partners




Customs & Trade Support

 * Coordinate with customs brokers and customers to provide compliance documentation for exports
 * Research and monitor legislative requirements for new regulations / markets / customers
 * Support fulfilment of FOB orders and special customer needs, including processing manuals, communicating instructions, and managing outcomes




Role Requirements

 * Top grades throughout education including a high degree grade in a relevant subject
 * Ideally 2+ years’ experience in a relevant role but open to ambitious graduate applications
 * Strong organisational skills and a meticulous eye for detail
 * Ability to work accurately and efficiently under pressure
 * Capable of analysing and presenting technical information clearly and concisely
 * Great interpersonal skills and a clear, concise communication style
 * Proactive, logical and solution-focused mindset
 * The ambition and confidence to develop a specialism within this role
 * A good level of proficiency in Microsoft Office programs
 * Good understanding of regulatory frameworks and product standards (desirable)
 * Familiarity with import/export documentation processes (desirable)




Benefits

 * On-site parking
 * Supportive and collaborative working environment
 * Opportunities for career progression
 * Casual dress
 * Company events
 * Employee discount




Salary: £27,000 - £35,000pa DOE.




","130 applicants","Full-time","Entry level","Finance and Sales","Retail Office Supplies and Gifts","","Mel Hawkins","https://uk.linkedin.com/in/mel-hawkins","7297539","https://uk.linkedin.com/jobs/view/product-development-compliance-assistant-at-santoro-ltd-4388504170?trk=public_jobs_topcard-title","EASY_APPLY",""
"Graduate Recruitment Consultant","Belfast, Northern Ireland, United Kingdom","3 weeks ago","2026-03-02","https://uk.linkedin.com/jobs/view/graduate-recruitment-consultant-at-anson-mccade-4377728116?trk=public_jobs_topcard-title","Anson McCade","https://uk.linkedin.com/company/anson-mccade?trk=public_jobs_topcard-org-name","Graduate Recruitment Consultant




Anson McCade is a leading provider of technology recruitment and consultancy services across the globe. We work with a range of clients, from top-tier consultancies and global household names to government agencies and market disruptive start-ups. As our success continues to grow, we are expanding our team and looking for ambitious individuals who are ready to make an impact.




What can you expect?




As a Recruitment Consultant you will be responsible for delivering on clients’ needs by sourcing top talent to join their teams. Working alongside an experienced account manager, you will quickly become an expert recruiter developing your knowledge of an ever-changing tech landscape. Day to day you will be responsible for:

 * Sourcing the best candidates on the market to join our clients’ teams
 * Selling our clients and the roles they have
 * Communicating with candidates and guiding them through the recruitment process
 * Carrying out analysis and research through market mapping
 * Identify potential new clients and businesses to work with




What we are looking for




As a Recruitment Consultant you will be:

 * An excellent communicator – You will be speaking with various stakeholders, you need to be able to clearly and effectively get your point across
 * Driven and goal-oriented – You need self-motivation to exceed targets and grow your career
 * Adaptable and fast-thinking – You will thrive in a fast-paced environment where priorities shift and agility is key
 * Confident and persuasive - Build trust with candidates and clients through clear communication and genuine enthusiasm




What’s in it for you?




 * Uncapped monthly commission, competitive salary
 * Clear career progression – all based on your individual performance
 * Extra day off for your birthday and charity volunteering
 * Company paid incentives and events
 * Enhanced maternity pay
 * Employee assistance programme
 * EV & Cycle to work schemes




If you are interested in the Recruitment Consultant role, contact Jessica Leathem now to discuss in more detail.","38 applicants","Full-time","Entry level","Sales","Staffing and Recruiting","£26,000.00/yr - £35,000.00/yr","Jessica Leathem","https://uk.linkedin.com/in/jessica-leathem-5a002566","31392","https://uk.linkedin.com/jobs/view/graduate-recruitment-consultant-at-anson-mccade-4377728116?trk=public_jobs_topcard-title","EASY_APPLY",""
"Graduate - The Netherlands","The Hague, England, United Kingdom","6 days ago","2026-03-18","https://uk.linkedin.com/jobs/view/graduate-the-netherlands-at-liberty-mutual-insurance-4387435177?trk=public_jobs_topcard-title","Liberty Mutual Insurance","https://www.linkedin.com/company/liberty-mutual-insurance?trk=public_jobs_topcard-org-name","Take charge of your career!







Graduate - The Netherlands




2-year Fixed-Term Contract




As part of the Liberty Mutual Insurance Group (LMIG), our global, award-winning business helps make the world a safer place - we offer continuity in an unpredictable world. The Liberty graduate programme will provide you with the opportunity to shape and influence your own career path.

Our graduate programme will provide you with insights into how our global and high-performing organisation operates in the Financial Services and Insurance industry. You will gain direct experience and knowledge over our 2-year rotational programme to kick-start your career. Our development programme is tailored to you and offers exposure to exciting projects across different business areas and placements.

The Liberty graduate programme offers rotations and varied opportunities across our innovative and diverse business, with a key focus on our Claims teams but you will also have the chance to explore our Underwriting and Operations functions

You will have exposure to industry leaders and the opportunity to build a valuable network to help you progress your career, as part of a team and regardless of the specific path.




What you can expect:




 * You will rotate across our business and work with talented and experienced colleagues;

 * You will gain exposure to different teams and functions;

 * We will provide you with a tailored development and training programme to build your knowledge and offer key insights into the insurance industry;

 * You will have access to mentorship and networking opportunities with global industry leaders;

 * You will gain exposure to international locations and take your understanding of aglobal organisation to the next level.

 * You will complete your induction week in London




What you need to succeed:




We are looking for recent law graduates who:

 * Are creative, innovate, agile and digital-orientated when embracing new ideas to futureproof our business;

 * Are open-minded, resilient and relationship-focused individuals that are keen to build sustainable and collaborative networks by putting people first;

 * Have passion and are action-orientated;

 * Are fluent in English and Dutch;

 * Have a legal background.




What we can offer you:




At Liberty, we recognise and encourage the values of diversity, inclusion and collaboration. We know that working together to share our unique perspectives helps us make better decisions, deliver innovative solutions and pursue our goals.

As part of the Liberty Mutual Insurance Group, we are backed by the strength of approximately 45,000 employees in over 800 offices worldwide and enjoy the benefits of an inclusive culture, long-term stability and financial strength.

We are an equal opportunities employer and promote a healthy work-life balance. We promote and encourage corporate social responsibility and ESG commitments across our business.

We offer a competitive benefits package and reward individuals based on their performance, ability and attitude.




For more information and to apply, view our graduate page:

https://www.libertyspecialtymarkets.com/careers/graduates/graduate-programme



","Be among the first 25 applicants","Full-time","Entry level","Research, Analyst, and Information Technology","Insurance","","","","2701","https://uk.linkedin.com/jobs/view/graduate-the-netherlands-at-liberty-mutual-insurance-4387435177?trk=public_jobs_topcard-title","EASY_APPLY",""
"Graduate Sales Development Executive (January 2026 Start)","London, England, United Kingdom","3 months ago","2025-12-08","https://uk.linkedin.com/jobs/view/graduate-sales-development-executive-january-2026-start-at-insurtech-insights-4342643816?trk=public_jobs_topcard-title","Insurtech Insights","https://uk.linkedin.com/company/insurtech-insights?trk=public_jobs_topcard-org-name","Location: Central London, SW1

Reporting to: Sales Director

Salary: OTE £60,000 - £80,000 per annum

THE COMPANY

Insurtech Insights, part of Emerald is a global community, connecting industry leading executives, entrepreneurs and professionals. We aim to address the challenges and opportunities for Insurance and Insurance Tech. We bring together the most influential executives, investors, and entrepreneurs to share their insights on how technology will shape the future of Insurance, as well as forge long lasting partnerships and client relationships.

At Insurtech Insights, we lead the charge in shaping the global insurance technology community through our prestigious conferences held across Europe, the USA, and Asia. As the industry intertwines at our events, showcasing the latest innovations and forging the partnerships that will shape tomorrow, you'll be at the forefront of this transformative movement.

If you're passionate about driving innovation, fostering connections, and shaping the future of insurance technology, join us at Insurtech Insights where every day presents an opportunity to make a meaningful impact.

THE ROLE

As a Graduate Delegate Sales Executive you will have the unique opportunity to be part of building and scaling a company whilst expanding your own career by becoming a member of our sales team. You will work with a selection of our current clients from the industry which includes insurance companies, solutions providers and tech start-ups as building your own new business book. This role will be based in our London HQ and will report into our Group Sales Director.

Main responsibilities include:


 * Act as a 'front-line' of communication via telephone for potential conference delegates by interacting with the insurers, Insurtech businesses and investors alike
 * Evaluate potential attendees, understand their needs, and highlight the benefits of joining our conferences
 * Keep accurate records of all sales activities and client interactions in the CRM system
 * Liaise with other areas of the company to help develop new business opportunities
 * Drive income streams from the sale of delegate conferences pass to new customers
 * Deliver exceptional performance results at all times by aiming to exceed your key performance indicators (KPI's)
 * Stay ahead of industry trends and competitor insights to pinpoint new business prospects.
   
   

QUALIFICATIONS AND EXPERIENCE


 * You will be able to demonstrate personal abilities within sales, customer service and/or your education
 * Exceptional communication skills, both verbal and written with a strong ability to build rapport
 * Be able to work to challenging targets and deadlines and to deliver when under pressure
 * Ownership mentality, proactive approach, and commitment to follow-through
 * Unwavering dedication to excellence and a relentless work ethic
 * Highly motivated with a sense of urgency
 * Organised and focused with excellent time management skills
 * Are comfortable being inquisitive and able to close new business
   
   

WHAT THE COMPANY OFFERS


 * Ongoing training in a ultra-competitive environment
 * Opportunity of having a real impact - you'll be getting operational experience in a start-up where both your work and the results are highly tangible and matter to the business.
 * Inspiration and guidance - a chance to work closely within an experienced, established team
 * Unlimited growth potential - we strongly believe in and have a track record of promoting internally.
 * Invaluable transferable skills - boost your interpersonal, research, organisation, outreach and project management skills.
 * Upward earning potential, we offer uncapped OTE","111 applicants","Full-time","Not Applicable","Sales and Business Development","Insurance","","","","11379845","https://uk.linkedin.com/jobs/view/graduate-sales-development-executive-january-2026-start-at-insurtech-insights-4342643816?trk=public_jobs_topcard-title","EASY_APPLY",""
"Graduate Business Development Executive","Manchester, England, United Kingdom","1 week ago","2026-03-16","https://uk.linkedin.com/jobs/view/graduate-business-development-executive-at-bms-performance-4385270153?trk=public_jobs_topcard-title","BMS Performance","https://uk.linkedin.com/company/bms-performance-ltd?trk=public_jobs_topcard-org-name","Graduate Business Development Executive

 * Are you a graduate excited by the idea of software and technology sales?
 * Opportunity to get into a highly lucrative sales industry!
 * Great benefits and company culture such as regular socials, mental health wellness days, team incentives and unlimited annual leave!




As a Graduate Business Development Executive, the package you will receive is:

 * £28,000 basic salary
 * Uncapped commission but expect £37,000+ OTE in year1
 * Fantastic internal training and development scheme
 * Matched pension increased with length of service
 * Unlimited Annual Leave + Birthday off work
 * Laptop and tech stack




What will you be doing?

As a Business Development Executive, you will identify, qualify and book new business opportunities with health and safety professionals. You will look to help win contracts that can exceed £150k. Your role focuses on researching and sourcing potential businesses, so you can proactively target these companies via phone, email and LinkedIn.




Progression is highly encouraged within this company and they promote from within, seeing roles such as Senior BDE, Business Development manager, and Account Executive or a variety or other routes as potential growth opportunities!




Could you be the right fit for this role?

 * You are a graduate of any discipline
 * You want to kick start your career in sales and business development
 * You are a clear communicator, personable, outgoing and professional
 * You have a learning mindset and want to be coached and developed
 * You have a strong work ethic and the grit and stamina to continue when the going gets tough and you face rejection
 * You want to win and be the best, but not at the expense of your team
 * You are based in or commutable to Manchester City Centre




Who are hiring?

Established since the 1990's, our client are a global SaaS company with operations in the US, UK and Australia and are looking to grow their team further with the help of new graduates who are eager and hungry to kick start their sales career. Currently trusted by over 850 customers with 500,000 users worldwide it's an exciting time to join this fast-growing sales team in a company planning for continual growth over the next few years.","31 applicants","Full-time","Entry level","Sales","Software Development, Accommodation and Food Services, and Education","£28,000.00/yr - £28,000.00/yr","James F.","https://uk.linkedin.com/in/jamesmfrancis","273047","https://uk.linkedin.com/jobs/view/graduate-business-development-executive-at-bms-performance-4385270153?trk=public_jobs_topcard-title","EASY_APPLY",""
"Domestic Assistant","Manchester, England, United Kingdom","1 week ago","2026-03-17","https://uk.linkedin.com/jobs/view/domestic-assistant-at-hc-one-4385968329?trk=public_jobs_topcard-title","HC-One","https://uk.linkedin.com/company/hc-one?trk=public_jobs_topcard-org-name","About The Role

At De Brook lodge we take pride in our surroundings and we are looking for a Domestic Assistant with a keen eye for detail who can help us to maintain our high standards. You will be a vital part of the Housekeeping Team, making sure that our resident’s home is kept clean and tidy and in turn creating a great place to live and work.

About HC-One

At HC-One, kindness is more than a word. It is a belief that caring for people means caring about what matters most to them so we can support them to lead their best possible life.

To be able to provide the kindest possible care there are 5 values or qualities that everyone who is part of the HC-One team shows up with, supports and coaches in each other every single day. We call these 5 qualities Kindness the HC-One Way: We are curious and ask questions, look for clues and seek to understand. We are compassionate and try to walk in the shoes of others. We're creative yet practical, using our imagination to make things happen. We are courageous in how we support residents to live the life they want, and we can always be counted on.

We champion inclusivity, fostering a workplace where everyone feels valued and can be themselves. Our diverse and inclusive workforce allows us to learn from each other and better represent the communities we serve.

Our dedicated, professional colleagues strive to always deliver outstanding care – and we care about our talented teams too, supporting them in their professional and personal growth. We are committed to developing people that work for us through robust career pathways, CPD and post graduate programmes. Throughout your career, HC-One will invest in you with great opportunities to progress into regional and national roles.

Safeguarding is everyone’s responsibility and therefore it is important that you are able to recognise the signs which may indicate possible abuse, harm or neglect in its different forms and know what to do if there are any concerns. All colleagues are required to attend safeguarding training appropriate to their role and to undertake additional training in associated areas. You also have the ability to seek appropriate advice and report concerns, including escalation if action is not taken.

Benefits

We’ll provide full training, so it’s a great opportunity to learn something new. In return, you will enjoy access to a huge variety of benefits and services to support your physical and psychological well-being and throughout your career as a Domestic Assistant we will invest in you and you will enjoy additional support and benefits including:


 * Higher than average pay rates
 * Paid Enhanced DBS/PVG
 * Free uniform
 * Company pension scheme
 * 28 days annual leave inclusive of bank holidays
 * Life assurance cover for all colleagues
 * Award-winning learning and development and support to achieve qualifications
 * GP online - a service providing around the clock GP consultation via an interactive app - available to you and your children under 16
 * An opportunity to learn from experienced colleagues as part of an outstanding and committed team
 * Colleague discounts – Access to over 1600 high street discounts including carefully selected discount partners
 * Wellbeing - free of charge access to an independent and confidential Employee Assistance Programme. This gives Colleagues and their family access to 24/7 365 support for a whole range of issues including physical, mental and financial issues
 * First-rate working environment in a purpose-built luxury home
 * Free onsite car parking and close to local transport links
 * Refer a friend scheme
   
   

We want you to have an amazing experience working at HC-One, starting with our commitment to providing the quickest possible turnaround from the point of making you a job offer to you starting with us on day one.

We are passionate about ensuring that our current and future Colleagues can be their true selves, and that our workforce represents the communities we serve. We prioritise inclusive working practices and invite applicants from all backgrounds into our HC-One family.

About You

Not Specified

About The Company

Not Specified","Be among the first 25 applicants","Full-time","Not Applicable","Administrative","Hospitals and Health Care","","","","2851202","https://uk.linkedin.com/jobs/view/domestic-assistant-at-hc-one-4385968329?trk=public_jobs_topcard-title","EASY_APPLY",""
